line_number,text,speaker_id,language,gender
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0081,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0081,Hin,m
3,चर्चित शो ‘गेम ऑफ थ्रोन्स के आठवें सीजन के हर एपिसोड का बजट करीब  एक  सौ दस  करोड़ रुपए से ज्यादा रखा गया था।,0081,Hin,m
4,बारामूला जम्मू-कश्मीर का पहला आतंक मुक्त जिला है।,0081,Hin,m
5,"इसके अलावा, कॉमनवेल्थ, एशियन और जूनियर वर्ल्ड चैंपियन भी उतर रहे हैं।",0081,Hin,m
6,"सहवाग ने आंतकियों को धमकी देते हुए लिखा, सुधर जाओ वरना सुधार देंगे।",0081,Hin,m
7,इसमें एक साल में चार  से छह  वर्ल्ड कप और एक वर्ल्ड कप फाइनल्स खेला जाने लगा।,0081,Hin,m
8,लोग यह जानना चाहते थे कि आखिर बॉलीवुड का सबसे ज्यादा सक्सेसफुल मैरिड कपल किन कारणों से अलग हो रहा है ।,0081,Hin,m
9,शोध में उनकी याद्दश्त में तेजी आई है।,0081,Hin,m
10,कांग्रेस के वरिष्ठ नेता दिग्विजय सिंह ने अपनी ही सरकार के मंत्रियों बाला बच्चन और उमंग सिंघार को आड़े हाथों लेते हुए उनकी रिपोर्ट पर कड़ी प्रतिक्रिया दी है।,0081,Hin,m
11,"सीसीआई अध्यक्ष प्रेमल उदाणी ने कहा, इस संबंध में फैसला शुक्रवार को लिया गया।",0081,Hin,m
12,उन्होंने कहा कि अब वह सोने के औजारों से जूते-चप्पल कैसे बना पाएंगे ।,0081,Hin,m
13,ये कहकर महात्माजी ने वह पत्थर संतश्री की झोपड़ी में ही ऊंची जगह पर रख दिया और वहां से चले गए ।,0081,Hin,m
14,इस बीच भाजपा के राष्ट्रीय अध्यक्ष अमित शाह कल कुंभ पहुंचकर संगम में आस्था की डुबकी लगाएंगे।,0081,Hin,m
15,महात्माजी ने उस संत से पूछा कि वह पारस पत्थर कहां है?,0081,Hin,m
16,कहते हैं कि माघ पूर्णिमा पर ब्रह्म मुहूर्त में नदी स्नान करने से रोग दूर होते हैं।,0081,Hin,m
17,देश शहीद जवान और उनके परिवारों के साथ है और उनके लिए प्रार्थना करता है।,0081,Hin,m
18,"गौर ने यह भी कहा, पिछले साल पच्चीस  जून को दीनदयाल उपाध्याय की जयंती पर भोपाल में आयोजित कार्यक्रम में नरेंद्र मोदी ने मुझसे मंच पर बोला था- गौर साब एक बार और ।",0081,Hin,m
19,अगर राम स्वयं सीता के साथ होते तो देवी सीता का हरण नहीं होता।,0081,Hin,m
20,भारत के तेईस  में से आठ खिलाड़ी पहली बार खेल रहे हैं ।,0081,Hin,m
21,"किसी याचिकाकर्ता को पौधा लगाने और उसके रख-रखाव का आदेश मिलता है, तो किसी को अनाथालय में सेवाकार्य दिया जाता है।",0081,Hin,m
22,"सितंबर, दो  हज़ार चौदह : पीएम मोदी ने सबसे पहले चीनी राष्ट्रपति शी-जिनपिंग का प्रोटोकॉल तोड़कर अहमदाबाद में स्वागत किया था।",0081,Hin,m
23,"' उसने अपने हाथ में प्रोफेसर साहब की डायरी दिखाते हुए कहा- 'ये आपकी गिरफ्तारी का सबूत आपकी हस्तलिखित डायरी है जिसमें आपने हड़प्पा की कई मुहरें म्यूजियम से लाने के बारे में लिखा हैं, इसके नीचे आपके हस्ताक्षर भी हैं और ये आपकी स्वयं की लिखावट है|",0081,Hin,m
24,' पूरे आत्मविश्वास से वह बोलते जा रहा था- 'मेरे खयाल से ये सबूत आपकी गिरफ्तारी के लिए काफी होंगे प्रोफेसर साहब|,0081,Hin,m
25,'धत्‌ तेरी की... चोर... रहस्यमयी... मुहर... ले गए|,0081,Hin,m
26,पीछे छोड़ गए मेरी डायरी... नामुराद कहीं के|,0081,Hin,m
27,सब कबाड़ा हो गया|,0081,Hin,m
28,' प्रोफेसर सारा वाकया समझ गए|,0081,Hin,m
29,"प्रो. विजय सिंह को गिरफ्तार होने की उतनी चिंता नहीं थी, जितनी कि उस मुहर के चोरी होने की थी|",0081,Hin,m
30,उन्होंने दिल्ली पुलिस कमिश्नर निशांत को फोन लगाया|,0081,Hin,m
31,निशांत एवं विजय सिंह दोनों सहपाठी थे|,0081,Hin,m
32,निशांत के कहने पर पुलिस वाले प्रोफेसर साहब को सीधे कमिश्नर निवास ले आए|,0081,Hin,m
33,"निशांत और प्रोफेसर सिंह दोनों किसी समय साथ में मुखर्जी नगर, दिल्ली में आईएएस की तैयारी करते थे|",0081,Hin,m
34,दोनों का मुख्य परीक्षा के लिए वैकल्पिक विषय इतिहास था|,0081,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0082,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0082,Hin,m
3,एक दूसरे प्रयोग में उम्रदराज चूहे को दवा दी गई।,0082,Hin,m
4,"अब यहां पर वरिष्ठों का सम्मान नहीं होता है, उन्हें अपमानित किया जाता है ।",0082,Hin,m
5,एक अन्य मान्यता अनुसार वे भृगु ऋषि तथा हिरण्यकशिपु की पुत्री दिव्या के पुत्र थे।,0082,Hin,m
6,पुलवामा हमले के बाद देश में गुस्से का माहौल है।,0082,Hin,m
7,वीके सिंह ने कहा कि केंद्र सरकार पाकिस्तान को अलग थलग करने की पूरी कोशिश कर रही है ।,0082,Hin,m
8,"लेकिन कभी-कभी प्रतिरक्षा प्रणाली में आयी समस्याएं या कमज़ोरी, बीमारी और संक्रमण का कारण बन सकती हैं।",0082,Hin,m
9,परिक्रमा करें और ये एक मंत्र बोलें - देवी त्वं निर्मिता पूर्वमर्चितासि मुनीश्वरैः नमो नमस्ते तुलसी पापं हर हरिप्रिये।,0082,Hin,m
10,मिशेल का कहना है कि उन्होंने इसी पैसे से एक पूरी क्लास के लिए किताबें खरीद दीं।,0082,Hin,m
11,उनको इस हालत में देखना सभी के लिए दुखद था।,0082,Hin,m
12,त्रयोदशी (तेरस) को प्रदोष कहते हैं।,0082,Hin,m
13,पीसीबी के मैनेजिंग डायरेक्टर वसीम खान ने कहा कि खेल हमेशा से राजनीतिक तनावों को कम करने का काम करता है।,0082,Hin,m
14,इसके बाद करीब दो  घंटे अभ्यास सत्र हुआ।,0082,Hin,m
15,मिशेल ने बताया कि प्लास्टिक या धातु के बदले किताब देने का विचार उन्हें पहली बार प्लास्टिक के एक ढेर को देखकर आया।,0082,Hin,m
16,हादसे के बाद उसे रास्ते से ही लौटा दिया गया।,0082,Hin,m
17,उन्नीस  सौ बासठ     में आई फिल्म बीस साल बाद में काम कर चुके मशहूर अभिनेता विश्वजीत चटर्जी ने सोमवार को भाजपा में शामिल हो गए ।,0082,Hin,m
18,इसे उन्होंने केंद्र सरकार की विदेश नीति की सफलता बताया ।,0082,Hin,m
19,इस दिन सोने एवं चांदी का दान भी किया जाता है।,0082,Hin,m
20,विज्ञापनों से हो रही खर्च की भरपाई,0082,Hin,m
21,दिल्ली के आईटीसी मौर्या होटल में सुप्रीम कोर्ट के एक वरिष्ठ वकील की बेटी की शादी पर पिछले रविवार को एक शानदार पार्टी दी गई।,0082,Hin,m
22,प्रधानमंत्री नरेंद्र मोदी ने पांच वर्ष में देश के सभी वर्गों का विकास किया ।,0082,Hin,m
23,निशांत का चयन तो आईपीएस के पद पर हो गया किंतु विजय सिंह का उस परीक्षा में नहीं हुआ|,0082,Hin,m
24,कालांतर में उनका जेएनयू में इतिहास के प्रोफेसर के पद पर चयन हो गया|,0082,Hin,m
25,इस बात का विजय सिंह को जरा भी इल्म नहीं था कि उनका आईएएस में चयन नहीं हुआ बल्कि वे अपनी जगह खुश थे|,0082,Hin,m
26,हम जीवन में कोशिश करते हैं तो उस मुकाम या उसके लेवल तक पहुंच ही जाते हैं|,0082,Hin,m
27,"बस, जरूरत कोशिश करने की होती|",0082,Hin,m
28,विजय सिंह का इतिहास प्रेम उनको यहां तक ले आया|,0082,Hin,m
29,"इसी जुनून के चलते प्रोफेसर विजय सिंह ने कई इतिहास की पुस्तकें, कई शोधपत्र आदि प्रकाशित करवाए थे|",0082,Hin,m
30,रात के नौ बज चुके थे|,0082,Hin,m
31,हवा का रुख अभी भी रूखा-रूखा-सा था|,0082,Hin,m
32,निशांत के घर पहुंचकर विजय सिंह ने सारा घटनाक्रम बयां किया|,0082,Hin,m
33,उसका पहला सवाल यही था कि 'विजय आखिर तुमने किस रहस्य की खोज की और वे लोग तुमसे क्यों इसके पीछे पड़े? और वह रहस्यमयी मुहर क्या है?' निशांत ने गंभीरता से पूछा|,0082,Hin,m
34,"'दरअसल, बात यह है कि हड़प्पा सभ्यता की लिपि संकेतात्मक पहेली की तरह है|",0082,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0083,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0083,Hin,m
3,तहसीन के ये कमेंट उसे फॉलो करने वाले विश्वविद्यालय के कुछ छात्रों ने देखे थे ।,0083,Hin,m
4,मुझे उम्मीद है कि मोदीजी अपना वादा जरूर निभाएंगे ।,0083,Hin,m
5,"आप इन बातों को शायद प्रसव के बाद की थकान का कारण मानते हुए इनपर विशेष ध्यान न दे, जबकि वास्तविकता यह नहीं है।",0083,Hin,m
6,यह मुश्किल है लेकिन इस बात से इंकार नहीं किया जा सकता कि यह ट्रेंड में है।,0083,Hin,m
7,दोपहर बाद वे संत समागम स्थल पहुंचेंगे।,0083,Hin,m
8,ढाई घंटे बाद द्वार पर आने वाली थी बारात ।,0083,Hin,m
9,जिसे एंटी-एंजायटी और डिप्रेशन ड्रग वेलियम के तौर पर जाना जाता है।,0083,Hin,m
10,संत रविदास दूसरों साधु-संतों की बहुत सेवा करते थे ।,0083,Hin,m
11,मालदीव की टीम में वहां के राष्ट्रपति इब्राहिम मोहम्मद सोलिह और उप-राष्ट्रपति फैसल नसीम भी थे।,0083,Hin,m
12,भगवान शिव को घी और शक्कर मिले जौ के सत्तू का भोग लगाएं।,0083,Hin,m
13,बीजेपी का मानना है टीएमसी ने तीस  प्रतिशत मुस्लिम वोट बैंक की खातिर ऐसा किया।,0083,Hin,m
14,"आतंकी हमले से पहले फिदायीन आदिल ने फेसबुक पर पोस्ट की थी, इस पर सोलन में पढ़ने वाले कश्मीरी छात्र ने किया था कमेंट  ।",0083,Hin,m
15,वीएफएक्स की इस होड़ से सीरियल्स का बजट भी बढ़ता जा रहा है।,0083,Hin,m
16,"वीवीएस लक्ष्मण ने लिखा, पुलवामा में हमारे बहादुर सीआरपीएफ जवानों पर हुए नृशंस हमले के बारे में सुनकर दुख और पीड़ा हुई।",0083,Hin,m
17,इतना सुनकर उनका मृत साथी खड़ा हो जाता है।,0083,Hin,m
18,मौजूदा सरकार देश हित में कड़े कदम उठाएगी।,0083,Hin,m
19,करीब तीस  मिनट के बाद चूहे की याददाश्त बढ़ी और प्रयोग के दौरान वह सही पहेली को पहचान पाया।,0083,Hin,m
20,ये सभी अखिल भारतीय वनवासी कल्याण आश्रम द्वारा  बारह   फरवरी से पन्द्रह फरवरी तक सेक्टर-चौदह  मे आयोजित कार्यक्रम जनजाति समागम में हिस्सा लेंगे।,0083,Hin,m
21,राकेश सिंह बुधवार को जबलपुर में मीडिया से बात कर रहे थे ।,0083,Hin,m
22,"तलाक के बाद मलाइका का नाम अर्जुन कपूर के साथ जुड़ा है, वहीं अरबाज को जॉर्जिया एंड्रीयानी के साथ देखा जा रहा है ।",0083,Hin,m
23,हर एक संकेत एक पहेली की तरफ इशारा करता है|,0083,Hin,m
24,प्रोफेसर की बात पूरी होने से पहले ही निशांत उत्सुकता से बोला- 'किंतु वे लिपि चिह्न तो भाव चित्रात्मक हैं|,0083,Hin,m
25,"'हां, अभी तक यही हमारी मान्यता थी किंतु ऐसा नहीं है|",0083,Hin,m
26,ये सभी चिह्न किसी एक रहस्यमयी मुहर की तरफ संकेत कर रहे हैं|,0083,Hin,m
27,' प्रोफेसर साहब का वाक्य पूरा होते ही निशांत ने पीछे खड़े पुलिस के सिपाही को दो चाय लाने का इशारा किया|,0083,Hin,m
28,निशांत जानता था विजय को चाय ज्यादा पसंद है|,0083,Hin,m
29,'तुम कहना क्या चाहते हो?' निशांत ने स्पष्ट करने को कहा|,0083,Hin,m
30,'तुम इतना तो जानते हो कि इन्द्र के नेतृत्व में एक  हज़ार पाँच सौ -एक  हज़ार छह सौ  ईपू के लगभग आर्यों ने सिन्धु सभ्यता पर भीषण आक्रमण किए थे|,0083,Hin,m
31,"इन आक्रमणों के डर से सैंधव लोगों ने अपनी सारी धरोहर, सोना, साहित्य सबके सब किसी गुप्त रहस्यात्मक स्थान पर छिपा दिए|",0083,Hin,m
32,पीछे कुछ पहेलीनुमा संकेत छोड़ दिए ताकि कुछ वर्षों बाद जब आर्य वापस चले जाएं तो खजाना पुन: प्राप्त कर सकें|,0083,Hin,m
33,इन पहेलियों को आर्य नहीं पढ़ सके और वह संपत्ति व सोना किसी गुप्त स्थान पर सुरक्षित रहे|,0083,Hin,m
34,कालांतर में आर्यों ने भारत में स्थायी जीवन प्रारंभ कर लिया|,0083,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0084,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0084,Hin,m
3,प्रधानमंत्री ने अपने साढ़े चार साल के कार्यकाल के दौरान बारह   वीं बार प्रोटोकॉल तोड़कर विदेशी मेहमान की अगवानी की है।,0084,Hin,m
4,कुछ लोग आखिरी सांसें गिन रहे थे।,0084,Hin,m
5,इससे पहले शनिवार को आधी रात बाद एक  सौ  सात पीसीएस और वरिष्ठ पीसीएस अफसरों के तबादले कर दिए।,0084,Hin,m
6,बेलगावी के स्कूल में पढ़ाने वाली जिलेखा बी ने पुलवामा हमले के मद्देनजर सोशल मीडिया पर लिखा- पाकिस्तान की जय हो ।,0084,Hin,m
7,"वहीं, दूसरी मुलाकात जुलाई दो  हज़ार अठारह    के दौरान दक्षिण अफ्रीका के जोहानिसबर्ग में ब्रिक्स सम्मेलन में हुई थी।",0084,Hin,m
8,पहला मुकाबला रेलवे और सौराष्ट्र  के बीच और दूसरा मुकाबला मध्य प्रदेश और पंजाब के बीच होलकर स्टेडियम में होगा।,0084,Hin,m
9,इस स्थिति में सूर्य की किरणें चंद्रमा पर सीधी पड़ती हैं।,0084,Hin,m
10,पीसीए ने देश के साथ एकजुटता दिखाने का फैसला किया।,0084,Hin,m
11,मंगलवार सुबह यहां उन्होंने त्रिवेणी में स्नान किया और जूना अखाड़े के आचार्य पीठाधीश्वर अवधेशानंद गिरि महाराज के कैंप में दर्शन व पूजन किया।,0084,Hin,m
12,"कहा केंद्र सरकार पाकिस्तान को अलग थलग करने की कोशिश में, चालीस  देशों केंद्र सरकार को मिला समर्थन",0084,Hin,m
13,इसी तरह एकता के ही सीरियल ‘डायन के अठारह  एपिसोड्स पर तीन करोड़ खर्च हो चुके हैं।,0084,Hin,m
14,पांच समझौते होने की उम्मीद ।,0084,Hin,m
15,प्रधानमंत्री नरेंद्र मोदी ने शुक्रवार को जी-ट्वेंटी  शिखर सम्मेलन से अलग चीन के राष्ट्रपति शी जिनपिंग से मुलाकात की।,0084,Hin,m
16,वही एक तस्वीरें में केेवल दूर तलक फैली रौशनी ही रौशनी नज़र आ रही है मानो तारें ज़मीं पर बिखरे हों।,0084,Hin,m
17,यहां बच्चे प्रोजेक्टर के जरिए प्रैक्टिकल करते हैं और तरह-तरह की चीजें बनाते हैं।,0084,Hin,m
18,इस आयोजन में देश के  एक  सौ   से अधिक जनजातीय समुदायों का प्रतिनिधित्व होगा।,0084,Hin,m
19,अब मैं प्रधानमंत्रीजी से उनका किया हुआ वादा निभाने की मांग कर रहा हूं ।,0084,Hin,m
20,इस हमले के दोषियों के खिलाफ उचित कार्रवाई की जाएगी ।,0084,Hin,m
21,इस दौरान कुल  सत्रह   मैच खेले जाएंगे।,0084,Hin,m
22,पहले भी बनते रहे हैं वीएफएक्स आधारित शोज,0084,Hin,m
23,"इतिहास गवाह है कि आर्यों को सैंधव सभ्यता के निवासियों से कुछ भी नहीं मिला, न दौलत, न सोना-चांदी|",0084,Hin,m
24,इससे खिन्न होकर आर्यों ने पूरी सैंधव सभ्यता को तहस-नहस कर दिया था|,0084,Hin,m
25,प्राचीन भारत के सभी इतिहासकार इस बात को एकमत से स्वीकारते हैं कि सिन्धु सभ्यता के विनाश में आर्यों का भी हाथ था|,0084,Hin,m
26,जब आर्यों को यहां कुछ भी हासिल नहीं हुआ तो उन्होंने गंगा-यमुना दो-आब की तरफ रुख किया तथा वहां ग्रामीण जीवन व्यतीत करने लगे|,0084,Hin,m
27,निशांत प्रोफेसर की बात अवाक्‌-सा सुन रहा था|,0084,Hin,m
28,बात पूरी हुई ही थी कि चाय आ गई|,0084,Hin,m
29,दोनों चाय पीते हुए वार्तालाप करने लगे|,0084,Hin,m
30,"'मान लें कि पतन का कारण केवल आर्य थे, पर ये लिपि व खजाने वाली बात कैसे साबित होती? ऐसा तो किसी इतिहासकार ने नहीं कहा', निशांत ने चाय पीते हुए कहा|",0084,Hin,m
31,प्रोफेसर लैपटॉप पर गूगल इमेज पर सिन्धु सभ्यता के अवशेष दिखाते हुए बोले- 'इसी बात पर तो मैंने इतने दिनों रिसर्च किया|,0084,Hin,m
32,अब तुम ध्यान से देखो|,0084,Hin,m
33,"इस पूरी सभ्यता में जितने भी संकेत मिले, उनमें सभी में तीन की संख्या कॉमन है|",0084,Hin,m
34,"प्रोफेसर ने निशांत को लैपटॉप की तरफ इशारा करते हुए सिन्धु सभ्यता के कुछ इमेज दिखाते हुए कहा, 'उस कूबड़ वाले सांड की मुहर को देखो|",0084,Hin,m
35,इसके ऊपर तीन खड़ी पाई के चिह्न का एक वर्ण उत्कीर्ण है|,0084,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0085,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0085,Hin,m
3,टोरंटो के एडिक्शन एंड मेंटल हेल्थ सेंटर ने यह दवा तैयार की है।,0085,Hin,m
4,"इस पूर्णिमा का धार्मिक महत्व तो है ही, वहीं खगोलशास्त्र में भी इसे बड़ी घटना माना जा है।",0085,Hin,m
5,कुछ समय बाद उसकी परफॉर्मेंस में अस्सी प्रतिशद  इजाफा हुआ।,0085,Hin,m
6,"हालांकि, ट्रम्प का कहना है कि सलमान से उनकी कोई बातचीत नहीं हुई।",0085,Hin,m
7,लेकिन कांग्रेस ने उस समय सिर्फ राजनीति और भोले-भाले किसानों को भड़काने के लिए इसे मुद्दा बनाया था ।,0085,Hin,m
8,यह उनका  सत्रह  वां दौरा है।,0085,Hin,m
9,मंगलवार के दिन त्रयोदशी का प्रदोष व्रत हो तो उस दिन के व्रत को करने से रोगों से मुक्ति व स्वास्थ्य लाभ प्राप्त होता है।,0085,Hin,m
10,उन्नीस  सौ छियासी     में नए फॉर्मेट से वर्ल्ड कप शुरू हुआ।,0085,Hin,m
11,चित्तौड़गढ़ जिले में आकोला से सटे ईंटाली से बारात आ रही थी।,0085,Hin,m
12,योजनाओं की समीक्षा की जा रही है और इनकी रिपोर्ट कार्ड तैयार की जा रही है ।,0085,Hin,m
13,इसमें देश की दस  शीर्ष टीमें चुनौती पेश करेंगी।,0085,Hin,m
14,पाकिस्तान क्रिकेट बोर्ड (पीसीबी) तस्वीरों के ढके जाने पर खेद जताया।,0085,Hin,m
15,उनके साथ मुख्यमंत्री योगी आदित्यनाथ के भी आने की संभावना है।,0085,Hin,m
16,ये दो मूल प्रकारों में आते हैं जो बीमारी पैदा करने वाले जीवों या पदार्थों को खोजने और नष्ट करने में कारगर होते हैं।,0085,Hin,m
17,संत रविदास जी का जन्म वाराणसी के पास के गांव में हुआ था।,0085,Hin,m
18,पीसीए देश से अलग नहीं है।,0085,Hin,m
19,प्रदोष व्रत कथा ।,0085,Hin,m
20,हॉलीवुड सीरीज के एक एपिसोड का खर्च  एक  सौ   करोड़ रुपए से ज्यादा,0085,Hin,m
21,सोना और ज्वेलरी आइटम की खरीदी बढ़ेगी।,0085,Hin,m
22,ये सुनकर महात्माजी हैरान हो गए ।,0085,Hin,m
23,यह किसी विशेष मुहर की ओर संकेत कर रहा है जिसका संबंध तीन की संख्या से है|,0085,Hin,m
24,ये तीन मुख वाला जानवर देखो|,0085,Hin,m
25,"तीन  मुख वाला पौधा, दो  बाघों के मध्य दोनों हाथ लंबे किए खड़ा मनुष्य- यह भी तीन  का संकेत है|",0085,Hin,m
26,मोहनजोदड़ो से प्राप्त विश्वप्रसिद्ध कांसे की नर्तकी के गले में तिमणिया माला भी किसी तीन की ओर संकेत कर रही|,0085,Hin,m
27,यहीं से मिले योगी की शॉल पर बने त्रिफलक भी उसी ओर का इशारा हैं|,0085,Hin,m
28,ये सभी किसी रहस्यमयी मुहर की तरफ इशारा करते पहेलीनुमा संकेत हैं|,0085,Hin,m
29,प्रोफेसर की इतिहास संबंधी भारी-भरकम बातें शायद निशांत के ऊपर से निकल रही थीं|,0085,Hin,m
30,पास में बैठा कुत्ता भी उठकर बाहर की ओर चला गया|,0085,Hin,m
31,शायद वो भी बोर हो रहा था|,0085,Hin,m
32,'तो आखिर वो रहस्यमयी मुहर कौन-सी है? जिस तरफ ये संकेत हैं|,0085,Hin,m
33,' निशांत ने कहा| 'वो रहस्यमयी मुहर यहां से मिली पशुपति शिव की मुहर है|,0085,Hin,m
34,' प्रोफसर आगे भी कुछ बोलते इतने में निशांत उछला|,0085,Hin,m
35,'क्या बात करते हो? वो पशुपति वाली मुहर कैसे हो सकती? तुम ऐसा कैसे कह सकते? और उसमें तीन-तीन के ऐसे क्या संकेत मिले?' निशांत ने शंका जाहिर की|,0085,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0086,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0086,Hin,m
3,संतान प्राप्ति की कामना हो तो शनिवार के दिन पड़ने वाला प्रदोष व्रत करना चाहिए।,0086,Hin,m
4,जैश के दो आतंकी मारे गए थे।,0086,Hin,m
5,इस बार ये व्रत रविवार है।,0086,Hin,m
6,"नेशनल राइफल एसोसिएशन के अध्यक्ष रनिंदर सिंह ने कहा, भारतीय शूटर कर्णी सिंह शूटिंग रेंज को अच्छे से जानते हैं।",0086,Hin,m
7,आयुर्वेद में इस स्थिति को वात दोष कहा गया है।,0086,Hin,m
8,"क्राउन प्रिंस के दो दिवसीय दौरे में दोनों देशों के बीच सुरक्षा, सहयोग और नौसैनिक अभ्यास जैसे मामलों पर चर्चा होगी।",0086,Hin,m
9,दो साल पहले निखत के कंधे की सर्जरी हुई थी।,0086,Hin,m
10,"वीके सिंह बोले कि लोग अभी तक प्रधानमंत्री नरेंद्र मोदी के मन की बात सुनते थे, लेकिन अब प्रधानमंत्री लोगों के मन की बात सुनेंगे ।",0086,Hin,m
11,"जुलाई, दो  हज़ार सत्रह  : दूसरी बार बार भारत दौरे पर आए जापानी पीएम शिंजो आबे के साथ अहमदाबाद में रोड शो।",0086,Hin,m
12,"मोदी ने जिनपिंग से कहा, मैं अगले साल एक अनौपचारिक सम्मेलन के तहत आपको आमंत्रित करने के बारे में सोच रहा था।",0086,Hin,m
13,माघी पूर्णिमा की सुबह स्नान आदि करने के बाद भगवान विष्णु की पूजा करें।,0086,Hin,m
14,साथ ही सभी टीचर्स रोज जाकर बच्चों को इकट्ठा करते हैं और उन्हें स्कूल लाते हैं।,0086,Hin,m
15,इसलिए खास है ये तिथि ।,0086,Hin,m
16,इस वर्ष उनका छह सौ बयालीस  वां जन्मदिवस मनाया जा रहा है।,0086,Hin,m
17,इस विधि से करें शिवजी की पूजा ।,0086,Hin,m
18,उनका प्रदर्शन खास नहीं रहा था और वे आठ मैच में पैंसठ  रन ही बना सके थे।,0086,Hin,m
19,इससे हर तरह के पाप खत्म हो जाते हैं।,0086,Hin,m
20,इनमें विजुअल इफेक्ट्स (वीएफएक्स) पर बड़े पैमाने पर खर्च हो रहा है।,0086,Hin,m
21,रिसर्च के दौरान स्ट्रेस होने पर चूहे की याददाश्त में कमी आने पर नई दवा दी गई।,0086,Hin,m
22,डिफेंडिंग चैम्पियन अमित पंघाल ने बुल्गारिया के सोफिया में चल रही सत्तर वें स्ट्रांजा मेमोरियल इंटरनेशनल बॉक्सिंग चैम्पियनशिप में लगातार दूसरे साल स्वर्ण पदक जीत लिया है।,0086,Hin,m
23,प्रोफेसर आपनी बात को आगे बढ़ाते हुए बोले- 'इस मुहर को ध्यान से देखो|,0086,Hin,m
24,"इसमें तीन-तीन के समूह में कुल छह अक्षर, तीन-तीन  के समूह में  छह जानवर और इन सबके मध्य तीन सींगधारी एक व्यक्ति तपस्यारत है, जिसे ही इतिहासकार जॉन मार्शल ने 'आद्य शिव' की संज्ञा दी थी|",0086,Hin,m
25,निशांत पर प्रोफेसर की बातों का प्रभाव जमता जा रहा था|,0086,Hin,m
26,वह उत्सुकता से सुनता जा रहा था|,0086,Hin,m
27,प्रोफेसर- 'इससे यह तो साबित हो गया कि रहस्यमयी मुहर यही है किंतु मेरे सामने बड़ी चुनौती यह थी कि आखिर इस मुहर पर लिखा क्या है? मोहनजोदड़ो नगर से मिली इस मुहर के ऊपर कुल छह अक्षर लिखे हैं जिनको मैं पिछले कई महीनों से पढ़ने का प्रयास कर रहा था किंतु आज शाम को अचानक मुझे सफलता मिली|,0086,Hin,m
28,जब इनको सही-सही पढ़ पाया तो इन छह अक्षरों का आशय इस प्रकार निकला- 'मुहर मिलेगा दीजिए रहस्य पीछे ध्यान'|,0086,Hin,m
29,प्रोफेसर की बात पूरी हुई ही थी कि निशांत बोल उठा- 'अब इसका क्या मतलब हुआ?',0086,Hin,m
30,'जब मैंने इनको सार्थक क्रम में रखा तो कुछ इस प्रकार वाक्य बना- 'ध्यान दीजिए मिलेगा रहस्य मुहर पीछे|,0086,Hin,m
31,प्रोफेसर की पूरी बात सुन निशांत के चेहरे के हावभाव उड़-से गए थे|,0086,Hin,m
32,इक्कीसवीं शताब्दी की सबसे बड़ी खोज होने वाली थी|,0086,Hin,m
33,इस रहस्य से पर्दा उठ जाता तो हम इस सभ्यता को अच्छे से समझ पाते|,0086,Hin,m
34,"संभव था इसका दार्शनिक पक्ष मिस्र, मेसोपोटामिया, रोम व यूनान की सभ्यता को भी पीछे छोड़ता|",0086,Hin,m
1,अपने जीवन का लक्ष्य निर्धारित करो | और सभी दूसरे विचार  को  अपने दिमाग से निकाल दो यही सफलता की पूंजी है |,0087,Hin,m
2,सफलता पाने के लिए हमें पहले विश्वास करना होगा की हम कर सकते हैं,0087,Hin,m
3,"इसमें शामिल महत्वपूर्ण कोशिकाओं में से एक सफेद रक्त कोशिकाएं हैं, जिन्हें ल्यूकोसाइट्स भी कहा जाता है।",0087,Hin,m
4,पीएम जनता को जोड़ना चाहते साथ  ।,0087,Hin,m
5,वे पिछली बार किंग्स इलेवन पंजाब के लिए खेले थे।,0087,Hin,m
